product_type,cost_per_unit,time_delivery,revenue,generic_holiday,day_of_week,number_of_product_units
714,749,5,3153,0,4,5
1057,1228,11,6221,0,3,6
196,1564,10,6225,0,2,5
1050,1534,14,7714,0,4,6
532,965,11,11401,0,3,14
397,77,6,5640,0,6,83
880,429,12,5941,0,4,16
260,1890,10,5754,0,4,4
89,321,9,7362,0,4,26
853,1863,14,9178,0,3,6
443,1454,8,8077,0,1,7
823,144,7,5647,0,4,44
25,1912,7,9581,0,2,6
253,1241,14,3325,0,6,4
309,304,8,10461,0,1,39
646,749,9,3752,0,4,6
93,638,14,9004,0,1,16
1040,223,8,9215,0,5,47
898,1202,9,16620,0,1,16
674,395,8,9247,0,5,27
691,559,6,10814,0,2,22
863,1002,13,9158,0,6,11
740,793,13,6861,0,2,10
467,1291,14,13008,0,6,12
341,1951,12,6374,0,2,4
936,1533,5,6280,0,6,5
728,284,13,6232,0,5,25
834,1141,12,8649,0,1,9
841,372,7,3738,0,5,12
26,1646,13,7623,0,4,6
925,1998,9,7920,0,2,5
540,1621,14,5576,0,6,4
105,1949,14,4396,0,1,3
569,1323,14,4919,0,3,5
1022,1297,11,4804,0,4,5
952,766,13,8319,0,2,13
544,1833,9,10841,0,3,7
519,1762,11,3913,0,2,3
252,856,5,8388,0,2,11
910,1209,11,4790,0,6,5
1038,963,9,6217,0,4,8
263,1696,6,4110,0,5,3
210,1984,10,2120,0,2,2
530,1283,14,6312,0,1,6
491,405,7,4722,0,1,14
531,340,9,4108,0,2,14
915,1944,9,8528,0,6,5
136,1381,10,3695,0,4,3
497,361,10,6859,0,6,22
802,521,12,8299,0,2,18
449,1672,14,12544,0,3,9
967,1089,5,9599,0,3,10
729,1697,13,14077,0,2,10
34,1162,13,11081,0,1,11
906,168,5,9161,0,6,62
808,1573,11,5564,0,2,4
453,1892,5,7456,0,5,5
823,144,7,5638,0,3,44
592,1602,13,3808,0,2,3
191,1317,14,6910,0,4,6
34,1162,13,8464,0,6,9
188,1421,5,7688,0,1,7
776,1063,11,4150,0,1,5
706,1687,9,6699,0,6,5
322,1025,13,3400,0,6,4
546,1002,10,12376,0,1,14
927,173,14,5814,0,3,38
248,1795,6,6754,0,6,5
226,1238,11,5876,0,4,6
595,1845,7,17914,0,6,11
795,1112,9,5613,0,3,6
660,1803,6,4341,0,3,3
494,1890,9,5425,0,6,4
192,323,13,3750,0,1,14
810,387,12,6698,0,2,20
614,1422,10,8469,0,2,7
324,1120,13,2516,0,6,3
595,1845,7,18776,0,4,12
1039,244,13,5637,0,4,26
999,1287,12,5659,0,6,5
1104,508,14,4025,0,2,9
1033,1061,13,10877,0,4,12
465,891,8,4742,0,2,6
121,629,12,3011,0,6,6
679,1784,6,8320,0,3,6
948,382,6,8506,0,5,25
997,273,12,4198,0,5,18
901,80,13,6440,0,5,91
390,1536,10,10578,0,3,8
17,578,5,2589,0,6,6
235,1873,9,3878,0,6,3
608,1941,8,8889,0,1,6
198,755,10,2892,0,3,5
1010,168,6,8065,0,2,54
799,490,12,7268,0,6,17
353,1568,5,4835,0,3,4
131,510,14,3357,0,3,8
244,347,9,5080,0,4,17
536,369,8,6801,0,3,21
552,1503,8,6451,0,1,5
107,1005,13,6260,0,6,7
350,586,8,6231,0,4,12
341,1951,12,4512,0,4,3
653,1678,7,6802,0,5,5
998,1379,11,3928,0,1,4
539,933,12,9463,0,4,12
437,267,7,6895,0,2,29
49,557,7,10228,0,3,21
361,1916,14,7102,0,2,5
415,670,6,6616,0,5,12
874,684,14,3433,0,6,6
316,165,12,13611,0,1,93
694,292,10,8671,0,3,34
599,406,5,13163,0,1,37
607,1220,5,1414,0,6,2
550,347,9,4393,0,3,15
1025,876,13,10216,0,1,14
19,1967,5,7497,0,2,5
742,1592,11,5774,0,2,5
94,1407,14,5098,0,2,5
259,1101,11,0,0,6,0
126,890,5,4552,0,6,6
908,452,9,3223,0,3,8
52,456,9,5323,0,3,14
376,589,5,6613,0,6,13
1092,128,5,16620,0,2,146
301,419,11,5281,0,5,15
391,497,13,4034,0,2,10
175,795,7,5846,0,6,9
1100,860,12,5473,0,3,8
903,1719,10,11439,0,6,8
949,285,11,3880,0,5,16
1013,921,7,4522,0,5,6
419,131,9,4455,0,3,39
1062,1124,5,5624,0,6,6
748,1561,6,9524,0,4,7
116,1457,9,7634,0,5,6
172,295,7,7381,0,3,29
42,483,10,13482,0,3,32
942,1472,5,3824,0,1,3
819,1559,7,7626,0,1,6
208,771,14,5737,0,1,9
656,795,7,2294,0,3,4
581,165,11,4137,0,3,29
262,827,6,16582,0,3,23
331,614,5,5818,0,4,11
737,1146,6,6209,0,5,7
632,1952,5,5949,0,1,4
207,592,11,12310,0,5,24
144,561,5,12744,0,1,26
459,1765,10,7332,0,4,5
1103,829,10,2507,0,3,4
1044,1909,6,6636,0,5,4
217,1696,5,3866,0,2,3
567,410,12,8678,0,1,24
32,1981,13,2660,0,2,2
646,749,9,4683,0,1,8
818,473,8,4268,0,6,11
355,1579,8,6203,0,6,5
556,890,14,10103,0,1,13
853,1863,14,7904,0,3,5
745,1323,7,5772,0,3,5
745,1323,7,8050,0,4,7
525,1369,12,10523,0,4,9
601,692,6,5549,0,5,9
765,475,6,6694,0,2,16
831,1155,12,10474,0,4,11
854,1207,8,6101,0,2,6
492,63,7,7005,0,1,125
1048,357,12,4071,0,2,13
837,1801,7,2108,0,1,2
941,1050,12,4036,0,3,5
466,1673,8,7883,0,5,6
729,1697,13,9625,0,6,7
968,242,7,9902,0,5,46
10,1379,12,5833,0,3,5
722,350,10,8224,0,2,27
414,383,7,6051,0,6,18
609,1088,10,4765,0,5,5
80,486,5,4701,0,3,11
729,1697,13,10180,0,5,7
267,1123,10,7924,0,5,8
159,1643,13,5167,0,2,4
378,931,10,4557,0,3,6
776,1063,11,3575,0,3,4
72,1144,11,3045,0,1,3
336,538,5,12389,0,4,26
812,328,5,7251,0,2,25
230,1279,9,6531,0,3,6
294,827,10,8358,0,3,12
188,1421,5,8999,0,1,8
681,1394,8,3655,0,2,3
687,886,8,5750,0,2,8
397,77,6,4409,0,4,65
309,304,8,6022,0,5,23
96,790,11,6066,0,5,9
626,1147,7,9290,0,4,10
297,669,9,4626,0,6,8
624,626,14,4063,0,6,8
10,1379,12,5404,0,5,5
465,891,8,10666,0,3,14
88,1676,10,5616,0,3,4
65,1740,10,6348,0,4,5
211,1897,5,13351,0,2,8
357,1640,13,8649,0,4,6
370,1647,9,4483,0,3,4
626,1147,7,6729,0,6,7
459,1765,10,7398,0,3,5
1113,412,8,6748,0,4,19
1000,531,6,8779,0,4,19
574,1045,10,9262,0,5,10
955,1625,5,2825,0,2,2
325,1285,13,4644,0,3,5
154,1216,11,5809,0,6,6
616,1246,10,12373,0,4,12
773,817,9,5420,0,3,8
372,479,6,9967,0,5,24
794,117,5,3715,0,2,36
258,1224,12,5695,0,3,6
244,347,9,3251,0,4,11
776,1063,11,6087,0,3,7
616,1246,10,6052,0,1,6
995,453,9,6490,0,3,17
769,1241,9,11186,0,3,11
1025,876,13,6500,0,4,9
907,50,5,5129,0,4,115
963,386,6,9873,0,5,29
566,418,8,5816,0,5,16
1103,829,10,4601,0,2,7
608,1941,8,8124,0,4,5
175,795,7,7160,0,6,11
328,178,14,2421,0,6,16
287,1091,12,8223,0,2,9
415,670,6,5991,0,6,11
9,1723,9,6430,0,6,5
550,347,9,5674,0,6,19
693,351,8,8809,0,4,29
1074,1117,9,4087,0,4,5
1114,1232,13,18262,0,5,17
412,1328,13,8281,0,3,7
309,304,8,5703,0,4,22
1009,281,13,5993,0,4,24
867,1308,8,4007,0,6,4
360,179,14,8859,0,3,56
499,1952,10,8759,0,1,6
205,926,5,9122,0,1,12
265,1508,8,6116,0,5,5
8,1299,14,5508,0,4,5
91,131,14,3538,0,6,31
248,1795,6,8213,0,3,6
684,1620,12,5025,0,3,4
503,568,6,7394,0,6,15
551,865,6,5687,0,3,8
29,1116,14,13269,0,1,14
1068,423,13,4285,0,3,12
652,1137,10,5535,0,2,6
729,1697,13,8466,0,6,6
460,1094,11,3789,0,5,4
21,314,5,4367,0,1,16
274,1596,7,3626,0,6,3
500,1935,11,7074,0,3,5
714,749,5,6378,0,1,10
49,557,7,11128,0,1,23
417,1281,11,5622,0,6,5
642,1026,14,4078,0,5,5
999,1287,12,18871,0,1,17
908,452,9,6229,0,1,16
750,1996,8,5906,0,2,4
343,1279,6,7728,0,3,7
1004,1748,13,0,1,5,0
1075,686,13,13923,0,1,23
889,1852,11,4882,0,3,3
295,968,14,3962,0,4,5
530,1283,14,6100,0,5,6
394,1017,7,7307,0,5,9
177,902,12,5462,0,2,7
24,1770,6,7087,0,4,5
717,1863,12,5477,0,4,4
627,1425,6,5730,0,3,5
603,666,12,7707,0,4,13
362,1815,6,7735,0,6,5
1022,1297,11,5369,0,4,5
346,977,8,7189,0,1,9
621,1930,11,5734,0,4,4
181,1914,9,3364,0,6,2
705,569,12,6576,0,4,13
940,261,8,8875,0,2,39
1034,154,13,5855,0,5,43
1033,1061,13,19793,0,1,21
1003,1224,6,8063,0,4,8
1111,1269,11,6218,0,5,6
184,633,5,9686,0,1,18
314,930,11,8029,0,1,10
800,1544,13,3751,0,5,3
153,1058,12,5811,0,2,7
272,1527,11,2924,0,6,3
80,486,5,7988,0,5,19
285,1343,12,4006,0,4,4
327,1617,14,0,1,2,0
500,1935,11,5673,0,1,4
256,1394,5,12877,0,5,11
457,76,5,3410,0,2,51
1000,531,6,6620,0,6,14
1046,600,7,6317,0,6,12
563,1394,11,4018,0,4,4
286,1827,6,6993,0,2,5
412,1328,13,10365,0,1,9
519,1762,11,3648,0,1,3
6,533,10,7267,0,2,16
737,1146,6,5556,0,5,6
346,977,8,5731,0,3,7
131,510,14,4820,0,6,11
195,1783,14,8757,0,4,6
874,684,14,5917,0,1,10
348,59,9,10007,0,5,190
238,208,12,7654,0,6,42
679,1784,6,11176,0,2,8
749,625,5,6713,0,2,13
370,1647,9,10112,0,3,7
596,665,11,4008,0,5,7
198,755,10,3433,0,3,6
1014,474,10,9830,0,1,24
24,1770,6,18596,0,2,12
1058,1689,7,5359,0,1,4
742,1592,11,6793,0,6,5
403,1671,10,8365,0,3,6
560,1578,7,9933,0,3,8
98,715,12,4547,0,1,8
579,439,8,12597,0,1,33
643,51,11,6513,0,6,144
607,1220,5,1120,0,6,2
184,633,5,9405,0,1,17
72,1144,11,3453,0,5,4
1040,223,8,10402,0,2,53
223,1952,5,0,0,7,0
159,1643,13,7607,0,3,6
392,1607,8,6364,0,2,5
383,1599,8,13835,0,4,10
178,1984,11,7152,0,6,5
351,773,11,6461,0,5,10
23,1704,13,4550,0,5,3
987,1748,8,5582,0,4,4
613,1610,14,5480,0,4,4
88,1676,10,5001,0,4,4
578,661,12,10119,0,6,18
69,1268,7,7100,0,1,7
667,400,13,9118,0,5,26
888,637,10,10189,0,1,18
363,1985,12,5642,0,2,4
277,1717,6,9002,0,1,6
888,637,10,9389,0,6,17
442,562,10,4702,0,6,10
54,1730,6,4914,0,1,4
1047,669,13,1942,0,2,4
290,835,12,7486,0,5,11
976,1812,13,5325,0,5,4
781,1974,8,4103,0,3,3
250,1389,6,8414,0,5,7
858,1109,14,3921,0,4,4
936,1533,5,6748,0,2,5
713,80,11,10425,0,2,146
258,1224,12,4766,0,3,5
179,1112,10,6081,0,6,7
463,954,5,6515,0,3,8
562,112,8,13664,0,6,137
245,351,12,8239,0,1,27
1031,1053,5,4160,0,6,5
490,1109,13,9497,0,6,10
594,284,8,4134,0,1,17
1042,655,13,3240,0,3,6
26,1646,13,4417,0,2,4
237,1243,5,3138,0,6,3
655,986,9,9138,0,3,11
1061,1920,10,7541,0,1,5
980,1209,9,6129,0,3,6
233,443,12,11756,0,1,30
805,1277,5,0,1,4,0
596,665,11,0,1,1,0
732,1653,6,5300,0,1,4
46,1423,11,6820,0,5,6
48,1228,6,3839,0,6,4
605,51,6,6311,0,6,139
965,548,10,6979,0,5,15
178,1984,11,9345,0,1,6
187,1870,8,3380,0,6,3
1034,154,13,5704,0,2,42
594,284,8,2203,0,6,9
219,1742,9,4327,0,1,3
417,1281,11,5018,0,5,5
672,571,8,8941,0,6,18
982,478,12,7158,0,4,17
207,592,11,14339,0,2,28
468,826,7,6702,0,2,10
822,1258,7,11811,0,1,11
333,66,12,9271,0,4,158
767,984,14,5336,0,5,7
692,1295,8,3540,0,6,4
1031,1053,5,3492,0,1,4
844,403,10,4505,0,3,13
814,1933,14,9104,0,5,6
692,1295,8,10806,0,1,10
862,1940,10,12457,0,5,8
598,655,8,7652,0,2,14
385,1089,8,7346,0,6,8
673,1467,14,6200,0,6,5
108,1543,5,9222,0,3,7
892,945,14,13684,0,2,17
693,351,8,13085,0,1,42
536,369,8,6507,0,3,20
304,1347,5,4794,0,6,4
491,405,7,6522,0,4,19
718,962,5,8333,0,5,10
770,170,7,5431,0,3,36
438,1979,11,7081,0,5,5
24,1770,6,14302,0,1,10
315,880,7,2255,0,6,3
23,1704,13,10067,0,1,7
499,1952,10,5489,0,3,4
192,323,13,4953,0,4,18
281,1416,11,4415,0,2,4
583,1999,5,4337,0,4,3
1033,1061,13,14601,0,3,16
891,372,13,14487,0,1,44
949,285,11,4708,0,2,19
1033,1061,13,15599,0,5,17
901,80,13,7182,0,1,101
953,614,11,4966,0,4,10
570,1977,13,3625,0,4,3
18,1061,8,7046,0,3,8
44,526,12,7780,0,2,17
730,923,10,10203,0,6,13
264,1305,11,8809,0,6,8
676,206,11,4466,0,6,25
658,878,7,3500,0,6,5
989,1837,11,4154,0,3,3
1071,1591,9,7013,0,4,5
852,1675,11,3637,0,5,3
830,1160,7,8037,0,2,8
382,1283,6,6478,0,3,6
384,1455,5,8036,0,1,7
1012,201,12,5264,0,3,30
168,568,5,5692,0,4,12
169,1321,5,7588,0,4,7
698,771,11,12502,0,2,19
127,546,12,7464,0,1,16
1115,454,14,5670,0,6,14
336,538,5,19913,0,1,42
723,1296,7,5204,0,5,5
133,1602,13,6072,0,5,5
406,1999,14,2791,0,3,2
832,206,5,4013,0,2,22
685,1360,6,4450,0,2,4
677,541,13,6729,0,2,14
1002,76,6,4914,0,2,73
333,66,12,11622,0,1,198
955,1625,5,6024,0,2,5
951,752,8,7818,0,3,12
178,1984,11,6459,0,6,4
380,300,10,14655,0,6,55
168,568,5,8940,0,2,18
497,361,10,8280,0,4,26
220,1015,7,3949,0,4,5
758,415,5,5225,0,4,15
112,1540,10,5211,0,3,4
49,557,7,9474,0,1,20
864,310,14,3865,0,1,14
162,1896,11,9218,0,2,6
107,1005,13,7121,0,4,8
1062,1124,5,7007,0,4,7
637,1519,5,11784,0,1,9
283,462,10,6623,0,5,17
811,834,13,5676,0,1,8
1010,168,6,8397,0,5,56
1080,190,9,8732,0,1,52
162,1896,11,4816,0,2,3
259,1101,11,13319,1,4,14
878,1521,8,10116,0,5,8
908,452,9,5286,0,5,14
1052,281,6,5183,0,2,21
357,1640,13,8299,0,3,6
625,1542,7,4855,0,3,4
907,50,5,4846,0,3,109
439,690,8,10898,0,1,18
920,202,13,5359,0,3,30
843,1873,13,10214,0,3,7
498,1252,6,5686,0,4,6
353,1568,5,4926,0,2,4
380,300,10,11725,0,2,44
496,1786,10,5555,0,6,4
842,326,9,15369,0,3,53
1027,576,9,11202,0,5,22
406,1999,14,7269,0,6,5
590,245,6,6820,0,2,32
503,568,6,7439,0,5,15
805,1277,5,5339,0,1,5
289,1906,13,8238,0,3,5
141,713,9,4421,0,5,7
108,1543,5,8766,0,1,7
211,1897,5,13488,0,5,8
942,1472,5,4243,0,4,4
257,1987,9,3187,0,6,2
939,1406,6,5745,0,4,5
633,665,6,6726,0,4,12
435,1228,9,2987,0,1,3
461,846,9,4221,0,2,6
786,1584,12,4316,0,4,4
484,829,11,6023,0,1,9
221,1138,14,7794,0,1,8
729,1697,13,9758,0,3,7
683,335,8,7416,0,3,25
1089,866,7,7810,0,4,11
423,1624,13,10186,0,2,8
122,854,11,6485,0,5,9
1077,410,5,3892,0,4,11
577,955,7,4880,0,4,6
809,1609,11,11850,0,3,9
666,1415,7,6873,0,3,6
1108,298,13,5784,0,5,22
333,66,12,9006,0,6,153
563,1394,11,3582,0,3,3
219,1742,9,3469,0,5,3
434,474,7,12948,0,5,31
1066,1303,6,10533,0,4,10
176,1722,9,7500,0,3,5
788,1578,11,14035,0,6,10
351,773,11,5882,0,6,9
1093,1561,8,6892,0,3,5
628,811,12,6338,0,5,9
315,880,7,3767,0,1,5
934,1430,6,5120,0,6,5
79,1814,10,5488,0,3,4
810,387,12,5871,0,2,17
197,859,14,4917,0,1,7
937,181,6,4352,0,2,27
1045,1788,10,7238,0,6,5
239,1749,6,2935,0,1,2
135,177,9,5856,0,6,38
370,1647,9,8969,0,1,7
970,72,9,3325,0,5,52
398,1092,14,4805,0,3,5
782,1579,5,5291,0,1,4
559,1010,14,6025,0,5,7
691,559,6,11009,0,1,23
853,1863,14,10647,0,2,7
931,868,8,1367,0,6,2
596,665,11,3155,0,2,6
834,1141,12,7914,0,5,8
1065,1255,10,3829,0,1,4
926,655,9,8614,0,6,15
624,626,14,16262,0,1,30
629,1073,10,6683,0,5,7
588,717,9,6365,0,4,10
907,50,5,6787,0,2,153
809,1609,11,12235,0,3,9
976,1812,13,9021,0,2,6
955,1625,5,4544,0,6,4
850,1966,11,3501,0,1,2
335,837,6,8546,0,6,12
672,571,8,9143,0,4,18
122,854,11,6176,0,2,9
348,59,9,8067,0,6,154
966,949,7,4057,0,4,5
753,203,13,8707,0,5,49
338,285,8,6517,0,3,26
214,251,14,9235,0,4,42
563,1394,11,3982,0,5,4
349,836,10,9983,0,4,14
912,1732,13,5792,0,2,4
906,168,5,16878,0,1,113
425,1774,14,3118,0,2,2
1010,168,6,11138,0,4,75
1024,795,14,4221,0,2,6
362,1815,6,8418,0,1,6
757,606,5,5282,0,1,10
312,623,13,4453,0,6,9
281,1416,11,7998,0,2,7
403,1671,10,8516,0,5,6
303,1772,11,10437,0,1,7
197,859,14,4802,0,4,7
1054,1157,11,5275,0,3,6
144,561,5,5864,0,6,12
716,1542,12,3699,0,4,3
337,1480,11,9942,0,1,8
650,755,14,7187,0,2,11
544,1833,9,19044,0,5,12
767,984,14,4210,0,4,5
1056,1067,6,4912,0,6,6
743,1474,7,1861,0,6,2
108,1543,5,12153,0,5,9
277,1717,6,4632,0,2,4
396,197,11,9079,0,4,52
970,72,9,3558,0,3,56
147,349,8,8112,0,5,27
233,443,12,9655,0,5,25
1092,128,5,11049,0,5,97
11,554,13,8913,0,3,19
967,1089,5,8278,0,2,9
1088,1621,11,4400,0,1,4
24,1770,6,9554,0,2,7
960,1240,7,5868,0,2,6
905,987,13,7964,0,4,10
655,986,9,12055,0,2,14
825,1107,10,5579,0,1,6
189,774,7,7412,0,6,11
985,1024,8,8376,0,6,10
1006,339,7,10490,0,3,35
767,984,14,4813,0,1,6
189,774,7,5937,0,2,9
345,861,6,3927,0,4,6
770,170,7,0,1,4,0
503,568,6,5180,0,3,11
435,1228,9,5408,0,1,5
604,1023,7,7371,0,6,9
145,1371,9,7408,0,4,7
411,1225,5,9821,0,5,9
106,809,10,10673,0,3,15
1005,1054,12,5267,0,6,6
1098,479,13,5003,0,3,12
776,1063,11,4030,0,6,5
866,1533,6,7579,0,6,6
659,1101,5,5928,0,3,7
516,1598,11,7987,0,1,6
1090,1773,11,7606,0,4,5
822,1258,7,6032,0,5,6
193,1266,8,4147,0,6,4
240,775,6,6476,0,1,10
743,1474,7,3666,0,1,3
1076,1172,8,4937,0,1,5
415,670,6,6715,0,5,12
1089,866,7,10969,0,2,15
478,1446,8,5440,0,2,5
373,1417,12,5028,0,4,4
475,1218,5,7094,0,4,7
251,1627,9,15987,0,5,12
60,1552,11,10671,0,2,8
792,1028,11,5191,0,2,6
171,369,9,5811,0,6,18
911,184,10,7855,0,2,48
333,66,12,8110,0,1,138
21,314,5,3929,0,1,15
849,1631,5,6924,0,2,5
497,361,10,6677,0,2,21
84,744,14,12569,0,4,19
343,1279,6,5799,0,1,6
461,846,9,5782,0,5,8
452,197,9,5056,0,3,29
608,1941,8,0,1,5,0
1071,1591,9,4267,0,4,4
1077,410,5,5120,0,5,14
832,206,5,7373,0,5,41
1023,680,6,5116,0,5,9
1042,655,13,3661,0,1,7
315,880,7,4262,0,3,6
1045,1788,10,7534,0,5,5
1054,1157,11,6916,0,5,7
993,75,7,6298,0,4,95
423,1624,13,13693,0,7,10
425,1774,14,2470,0,3,2
748,1561,6,7826,0,2,6
916,1202,10,4456,0,2,5
264,1305,11,7829,0,3,7
946,192,7,5662,0,1,34
673,1467,14,5854,0,3,5
101,1769,13,8298,0,2,6
410,282,10,4298,0,6,18
863,1002,13,11118,0,2,13
1108,298,13,4232,0,5,16
415,670,6,6779,0,4,12
528,380,11,18660,0,1,55
641,1359,9,4026,0,6,4
497,361,10,9434,0,5,30
687,886,8,5982,0,2,8
1079,1792,10,9587,0,3,6
835,95,6,3874,0,3,46
254,378,12,3096,0,5,10
780,623,12,2487,0,6,5
50,1677,10,6327,0,1,5
779,1700,8,5621,0,2,4
921,736,14,12221,0,2,19
394,1017,7,8389,0,6,10
562,112,8,17061,0,4,171
231,1289,14,6794,0,1,6
803,308,14,8254,0,1,31
45,1819,6,0,1,2,0
405,1486,5,3300,0,6,3
247,1058,11,10671,0,2,12
667,400,13,8933,0,3,26
713,80,11,9835,0,6,138
60,1552,11,17128,0,1,13
1009,281,13,4901,0,5,20
724,1126,5,6036,0,3,7
599,406,5,13282,0,1,37
257,1987,9,6000,0,5,4
138,1014,8,2933,0,6,4
555,238,14,6633,0,5,32
898,1202,9,11954,0,1,12
731,1525,9,11036,0,2,9
61,722,10,3412,0,5,6
391,497,13,4224,0,1,10
473,298,5,2613,0,2,10
559,1010,14,6040,0,4,7
380,300,10,17341,0,2,65
504,529,8,8904,0,1,19
635,503,13,4680,0,5,11
545,283,13,8476,0,5,34
880,429,12,6277,0,1,17
103,1468,5,6083,0,2,5
627,1425,6,5684,0,3,5
749,625,5,4102,0,1,8
1087,86,14,8024,0,3,105
305,1657,5,4196,0,5,3
721,591,5,7602,0,5,15
502,1908,9,8145,0,6,5
803,308,14,6799,0,4,25
764,1940,6,5246,0,5,4
1007,1568,13,7102,0,3,6
513,1781,13,20675,0,4,14
768,576,9,10748,0,4,21
834,1141,12,4798,0,2,5
701,1421,14,7622,0,4,7
948,382,6,7334,0,4,22
305,1657,5,6222,0,1,5
737,1146,6,5377,0,5,6
428,1558,10,6515,0,5,5
453,1892,5,5443,0,4,4
554,729,13,4346,0,2,7
421,1757,12,13634,0,6,9
633,665,6,7890,0,1,14
575,725,6,3998,0,3,7
950,664,8,6420,0,3,11
134,1065,8,4286,0,4,5
214,251,14,12540,0,5,56
687,886,8,9367,0,3,12
258,1224,12,7370,0,2,7
389,1624,6,9236,0,3,7
516,1598,11,4197,0,1,3
488,616,11,2967,0,4,6
545,283,13,10409,0,5,42
761,1347,7,7128,0,4,6
616,1246,10,9452,0,5,9
87,1339,8,9040,0,1,8
805,1277,5,7973,0,3,7
89,321,9,9670,0,1,34
719,459,9,4022,0,4,10
626,1147,7,8949,0,4,9
414,383,7,5637,0,2,17
565,520,5,6768,0,2,15
1083,1834,8,5511,0,3,4
983,1027,9,8972,0,3,10
31,801,11,7321,0,1,11
502,1908,9,12311,0,5,8
59,939,12,4710,0,1,6
951,752,8,8572,0,4,13
1114,1232,13,29834,0,5,28
808,1573,11,7225,0,2,6
238,208,12,5924,0,5,32
741,1185,6,8036,0,4,8
416,778,7,8815,0,5,13
655,986,9,5315,0,3,7
249,211,11,6471,0,1,35
850,1966,11,4398,0,1,3
320,823,14,19404,0,3,27
908,452,9,4125,0,3,11
836,353,11,4513,0,2,15
902,875,7,4074,0,4,6
575,725,6,4579,0,4,8
27,1135,11,6461,0,4,7
530,1283,14,7557,0,1,7
216,720,10,5541,0,2,9
844,403,10,6497,0,1,19
716,1542,12,4696,0,5,4
754,729,5,10049,0,1,16
927,173,14,5826,0,1,38
566,418,8,3995,0,3,11
856,1748,10,9197,0,5,6
190,887,11,6381,0,5,9
962,454,7,4690,0,6,12
207,592,11,10570,0,1,20
455,1807,10,5323,0,3,4
286,1827,6,3476,0,1,3
37,695,8,4467,0,1,8
696,1131,6,8130,0,5,9
285,1343,12,6166,0,4,6
926,655,9,7739,0,5,14
1066,1303,6,10729,0,5,10
562,112,8,16297,0,2,163
1048,357,12,9039,0,2,29
80,486,5,7548,0,4,18
581,165,11,3232,0,6,22
344,1433,13,7367,0,2,6
440,298,9,3650,0,6,14
506,821,10,6705,0,6,10
534,888,11,10304,0,2,13
616,1246,10,9846,0,4,9
363,1985,12,5792,0,6,4
854,1207,8,7387,0,2,7
231,1289,14,5140,0,2,5
695,284,9,5658,0,5,23
727,564,10,4486,0,4,9
94,1407,14,8360,0,5,7
1009,281,13,6615,0,2,27
1030,1270,6,1337,0,6,2
917,747,10,8839,0,1,14
358,460,7,9180,0,6,23
194,721,10,5240,0,3,9
610,114,9,2880,0,6,29
30,275,7,7861,0,2,33
118,67,8,5424,0,2,91
272,1527,11,9811,0,1,8
676,206,11,7356,0,2,40
665,799,9,6783,0,6,10
709,1897,13,10309,0,2,7
67,1161,10,9762,0,3,10
379,467,10,2923,0,1,8
366,1380,12,4601,0,3,4
603,666,12,5723,0,5,10
564,125,12,4751,0,4,43
432,725,5,9708,0,3,15
453,1892,5,8779,0,5,6
965,548,10,10018,0,3,21
595,1845,7,15080,0,6,10
528,380,11,8815,0,1,26
470,1623,7,8822,0,5,7
520,557,11,4050,0,3,9
985,1024,8,5961,0,1,7
928,1459,5,9222,0,5,8
383,1599,8,10811,0,2,8
959,203,13,5727,0,4,32
551,865,6,6682,0,5,9
817,1385,12,16981,0,3,14
801,166,13,4573,0,5,31
201,1862,13,7802,0,1,5
315,880,7,4697,0,1,6
481,90,13,4006,0,5,50
234,913,13,11911,0,4,15
722,350,10,8321,0,5,27
482,433,5,6139,0,2,16
462,1723,12,4085,0,2,3
347,1439,14,3155,0,3,3
361,1916,14,7413,0,6,5
938,196,9,8859,0,1,51
835,95,6,3602,0,6,43
34,1162,13,6542,0,3,7
782,1579,5,4927,0,6,4
442,562,10,0,1,3,0
552,1503,8,4327,0,6,4
458,1420,7,6159,0,1,5
367,598,6,3853,0,3,8
1073,719,5,6878,0,4,11
752,372,10,2672,0,6,9
979,1329,11,7728,0,2,7
546,1002,10,12967,0,3,15
865,1226,14,4256,0,6,4
855,356,6,7013,0,4,23
841,372,7,2468,0,2,8
752,372,10,4420,0,4,14
115,1989,7,6386,0,1,4
824,528,6,5575,0,6,12
894,322,9,6235,0,3,22
1106,730,10,4973,0,5,8
54,1730,6,6341,0,3,5
1080,190,9,10975,0,6,65
845,1530,11,4046,0,2,3
273,387,14,6655,0,5,20
814,1933,14,9400,0,4,6
656,795,7,3085,0,2,5
1004,1748,13,4633,0,6,3
360,179,14,8732,0,2,55
592,1602,13,3539,0,5,3
112,1540,10,5700,0,4,5
430,1099,11,11056,0,3,12
68,424,6,7223,0,6,20
950,664,8,5426,0,5,10
1085,1956,10,11129,0,1,7
909,1117,10,15758,0,1,16
468,826,7,6206,0,1,9
369,1436,9,10157,0,1,8
545,283,13,12798,0,2,51
598,655,8,5747,0,3,10
916,1202,10,4816,0,3,5
300,624,10,6238,0,6,12
309,304,8,10594,0,1,40
860,1159,7,5721,0,4,6
907,50,5,5817,0,6,131
1104,508,14,4101,0,1,10
649,471,9,5818,0,1,14
1077,410,5,3013,0,3,9
708,883,9,8377,0,1,11
221,1138,14,9729,0,5,10
818,473,8,7824,0,3,19
127,546,12,3249,0,4,7
285,1343,12,6720,0,6,6
920,202,13,5781,0,4,33
415,670,6,4920,0,4,9
